# ----------------------------------------
# Koszulkowy.pl – GA4
# Untitled exploration-Free form 1
# 20251201-20251231
# ----------------------------------------

Landing page,ARPU,Average purchase revenue,Total revenue,Sessions,Transactions
/35416-szkola-jest-wazna-ale-roblox-jest-wazniejszy-dziecieca-koszulka-na-prezent-dla-fanow-gry-roblox.html,5.041137096989967,83.73888844444444,1507.299992,324,18
/35643-jaka-marchew-taka-nac-jaka-corka-taka-mac-dla-fanow-serialu-ranczo-kubek-na-prezent.html,1.890688775510204,82.35,1482.3,899,18
/36590-geniusz-po-prostu-geniusz-wilkowyje-drewniany-magnes-z-grawerem-dla-fanow-serialu-ranczo.html,2.3078014066193853,54.233333055555555,976.199995,487,18
/36548-six-seven-67-italian-brainrot-meska-bluza-na-prezent.html,11.433716475095785,175.54117647058823,2984.2,283,17
/33560-prawilny-wiesiek-geralt-w-dresie-kubek-na-prezent.html,5.086764696078432,64.856249875,1037.699998,224,16
/35338-z-laweczka-zadzierasz-ciulu-niemyty-dla-fanow-serialu-ranczo-meska-koszulka-na-prezent.html,4.2376142208121825,104.3512501875,1669.620003,485,16
/35632-najlepsze-teksty-z-rancza-komplet-podkladek-pod-kubek-z-grawerem-dla-fanow-serialu-ranczo.html,3.803166232189974,90.087500125,1441.400002,467,16
/12437-najlepszy-dziadek-jezdzi-traktorem-meska-koszulka-z-nadrukiem.html,4.2390410890410966,123.7799998,1856.699997,503,15
/19823-jestes-swoj-chlop-tak-sie-tylko-mowi-oczywiscie-jestes-moj-chlop-kubek-na-prezent-dla-fanow-serialu-1670.html,8.142857170068028,85.50000028571428,1197.000004,178,14
/25389-1975-narodziny-legendy-50-lat-meska-koszulka-na-prezent.html,4.832492389057751,113.56357114285714,1589.889996,367,14
/34054-taka-moja-rola-wiedziec-michalowa-torba-na-prezent-dla-fanow-serialu-ranczo.html,5.230379755274261,88.54285728571428,1239.600002,282,14
/35129-michalowo-co-ja-z-ta-kobieta-mam-dla-fanow-serialu-ranczo-meska-koszulka-na-prezent.html,4.799132962427746,118.60714321428571,1660.500005,387,14
/36573-obys-zawsze-byl-bogaty-i-umyty-kartka-okolicznosciowa-na-prezent-dla-fanow-serialu-1670.html,1.2174302848605578,47.011538692307695,611.150003,584,13
/37140-wilkowyje-city-v2-swieczka-zapachowa-na-prezent-dla-fanow-serialu-ranczo.html,5.16916055839416,108.94999946153847,1416.349993,305,13
/15735-geralt-meska-bluza-na-prezent.html,20.917261869047618,146.42083308333335,1757.049997,101,12
/29869-garaz-wzywa-musze-isc-grawerowana-miara-z-notesikiem.html,0.5554871441932969,59.39083383333334,712.690006,1333,12
/37119-pachnie-jak-wizyta-jego-eminencji-michalowa-swieczka-zapachowa-na-prezent-dla-fanow-serialu-ranczo.html,2.2531003054711247,123.54500008333333,1482.540001,761,12
/37123-z-laweczka-zadzierasz-ciulu-niemyty-swieczka-zapachowa-na-prezent-dla-fanow-serialu-ranczo.html,7.774175807692308,117.90833308333333,1414.899997,208,12
/5257-kiedys-ciacho-dzisiaj-piernik-meska-koszulka-z-nadrukiem.html,15.211206905172412,147.04166675,1764.500001,130,12
/10612-mistrz-kuchni-jest-tylko-jeden-fartuch-z-nadrukiem-5904508174995.html,3.3333333068181816,79.99999936363636,879.999993,298,11
/11957-garaz-wzywa-musze-isc-meska-koszulka-z-nadrukiem.html,5.225388073059361,104.03272618181819,1144.359988,259,11
/35118-wilkowyje-city-v2-dla-fanow-serialu-ranczo-damska-bluza-na-prezent.html,19.865384602564102,140.8636362727273,1549.499999,114,11
/37613-pani-to-je-lux-kobita-czarna-poduszka-na-prezent-dla-fanow-serialu-ranczo.html,6.792834637795276,78.42636354545455,862.689999,147,11
/5956-geralt-meska-koszulka-z-nadrukiem-5904508375507.html,14.102325596899224,165.38181836363637,1819.200002,142,11
/19756-hop-hop-hop-hop-kubek-na-prezent-dla-fanow-serialu-1670.html,8.804328343283583,58.988999899999996,589.889999,81,10
/217-koszulki-i-bluzy-dla-taty,3.6619369301801803,162.5899997,1625.899997,510,10
/33691-swieca-o-zapachu-lez-twoich-pracownikow-swieczka-zapachowa-na-prezent-dla-szefa.html,1.2407134009840097,100.8699995,1008.699995,909,10
/16589-nie-mam-czasu-musze-isc-do-moich-dziewczyn-kury-kubek-na-prezent-dla-hodowcy-kur.html,14.37941175,108.64444433333333,977.799999,80,9
/33767-tylko-sny-szalone-sny-kubek-na-prezent-dla-fanow-serialu-ranczo.html,12.243103431034482,78.8999998888889,710.099999,72,9
/33798-magiczny-kubek-przydzialu-dla-fanow-filmu-harry-potter.html,5.429207341463415,98.93222266666668,890.390004,186,9
/34050-taka-moja-rola-wiedziec-michalowa-meska-koszulka-na-prezent-dla-fanow-serialu-ranczo.html,4.366878968152867,76.17777755555555,685.599998,172,9
/35282-hazard-alkohol-i-szemrane-towarzystwo-ale-przyjemnie-meska-koszulka-na-prezent-dla-fanow-serialu-1670.html,1.7522593418467582,99.10000055555555,891.900005,546,9
/35536-zawsze-aspiruj-na-stanowisko-lekko-powyzej-swoich-kompetencji-meska-koszulka-na-prezent-dla-fanow-serialu-1670.html,5.208516746411483,120.95333333333333,1088.58,221,9
/36551-six-seven-67-italian-brainrot-czarna-poduszka-na-prezent.html,8.946774161290323,123.26666622222223,1109.399996,159,9
/5680-niektorzy-nazywaja-mnie-kierowca-meska-koszulka-z-nadrukiem.html,7.633108101351351,125.5222221111111,1129.699999,174,9
/12-koszulki-i-bluzy-z-nadrukiem,9.717499949999999,97.1749995,777.399996,93,8
/20683-wszedzie-dobrze-ale-na-rybach-najlepiej-meska-bluza-na-prezent.html,11.338738720720722,157.32499975,1258.599998,123,8
/26772-ni-mom-czasu-bo-lorom-meska-koszulka-na-prezent.html,14.53809519047619,114.487499625,915.899997,74,8
/32755-balum-balum-ludzik-z-linii-meska-koszulka-na-prezent.html,7.071028028037383,94.574999875,756.599999,120,8
/35054-beze-mnie-ta-wies-nie-istnieje-kubek-na-prezent-dla-fanow-serialu-1670.html,4.321843971631206,76.1725,609.38,168,8
/35059-beze-mnie-ta-wies-nie-istnieje-meska-koszulka-na-prezent-dla-fanow-serialu-1670.html,6.137500038461538,79.7875005,638.300004,119,8
/35116-wilkowyje-city-v2-dla-fanow-serialu-ranczo-poduszka-na-prezent.html,11.839344196721312,90.2749995,722.199996,88,8
/35194-szczesc-boze-my-na-hazard-meska-bluza-na-prezent-dla-fanow-serialu-1670.html,10.178176464705883,216.286249875,1730.289999,177,8
/1068-swiece-zapachowe,2.0002739726027396,104.3,730.1,466,7
/14-odziez-z-twoim-nadrukiem,7.31066664,156.6571422857143,1096.599996,180,7
/15349-nie-mam-czasu-musze-isc-do-moich-dziewczyn-krowy-meska-bluza-na-prezent-dla-hodowcy-krow.html,21.995833291666667,150.82857114285713,1055.799998,54,7
/20048-anatomia-jamnika-kubek-na-prezent.html,3.993617063829787,53.628572,375.400004,100,7
/20453-kochanie-dobrze-ze-jestes-magiczny-kubek-na-prezent.html,3.750261431372549,81.96999985714285,573.789999,187,7
/33689-swieca-o-zapachu-smaru-do-lancucha-swieczka-zapachowa-na-prezent-dla-rowerzysty.html,4.7175531968085105,126.70000014285715,886.900001,217,7
/33803-pietrek-london-meska-koszulka-na-prezent-dla-fanow-serialu-ranczo.html,14.809836016393442,129.05714242857144,903.399997,86,7
/33810-wilkowyje-kubek-na-prezent-dla-fanow-serialu-ranczo.html,6.590789460526316,71.55714271428572,500.899999,77,7
/34047-ja-sie-przeciez-nigdy-nie-wtracam-michalowa-kubek-na-prezent-dla-fanow-serialu-ranczo.html,6.212408773722628,121.58571457142857,851.100002,170,7
/34051-taka-moja-rola-wiedziec-michalowa-damska-koszulka-na-prezent-dla-fanow-serialu-ranczo.html,5.645390063829787,113.71428557142856,795.999999,174,7
/34055-taka-moja-rola-wiedziec-michalowa-fartuch-na-prezent-dla-fanow-serialu-ranczo.html,4.822929917197452,108.17142814285715,757.199997,181,7
/35192-szczesc-boze-my-na-hazard-kubek-na-prezent-dla-fanow-serialu-1670.html,2.8025210336134454,47.64285757142857,333.500003,137,7
/35320-takiej-szefowej-to-ze-swieca-szukac-swieczka-zapachowa-na-prezent-dla-szefowej.html,1.7317399560229445,129.38571385714286,905.699997,586,7
/35340-z-laweczka-zadzierasz-ciulu-niemyty-dla-fanow-serialu-ranczo-poduszka-na-prezent.html,10.754411794117646,104.47142885714285,731.300002,84,7
/35617-swieca-o-zapachu-ropy-na-polu-solejuka-swieczka-zapachowa-na-prezent-dla-fanow-serialu-ranczo.html,3.984472049689441,91.64285714285715,641.5,186,7
/36062-lokalny-dealer-jajek-v2-meska-koszulka-na-prezent.html,7.745833385416667,106.22857214285715,743.600005,112,7
/36504-swieca-na-wspolne-lezenie-z-pieskiem-pod-kocykiem-swieczka-zapachowa-na-prezent.html,10.257627101694915,86.45714271428572,605.199999,63,7
/36542-six-seven-67-italian-brainrot-meska-koszulka-na-prezent.html,12.97605638028169,131.61428614285714,921.300003,90,7
/37121-taka-moja-rola-wiedziec-michalowa-swieczka-zapachowa-na-prezent-dla-fanow-serialu-ranczo.html,2.4065306204081636,84.22857171428572,589.600002,274,7
/37168-demogorgon-dla-fanow-serialu-stranger-things-dziecieca-bluza-na-prezent.html,5.545686287581699,121.21285742857144,848.490002,170,7
/668-koszulki-dla-motocyklistow,6.6708955,127.69999957142856,893.899997,141,7
/nowosci,5.504580122137405,103.01428514285715,721.099996,151,7
/promocje,18.62807014035088,151.685714,1061.799998,60,7
/15409-nie-mam-czasu-musze-isc-do-moich-dziewczyn-krowy-kubek-na-prezent-dla-hodowcy-krow.html,4.094594581081081,50.499999833333334,302.999999,91,6
/16405-moze-mam-juz-swoje-lata-ale-na-motocyklu-czuje-sie-jak-nastolatek-meska-koszulka-na-prezent.html,2.4306603773584907,85.88333333333333,515.3,235,6
/16970-garaz-nie-pyta-garaz-rozumie-meska-koszulka-na-prezent-dla-mechanika.html,22.204166708333332,88.81666683333333,532.900001,27,6
/20047-anatomia-jamnika-poduszka-na-prezent.html,1.2645348924418605,72.5000005,435.000003,377,6
/28029-jam-jest-wladca-metali-ksiaze-spoin-spawacz-meska-koszulka-na-prezent.html,10.528125046875,112.3000005,673.800003,71,6
/33688-swieca-o-zapachu-oleju-silnikowego-swieczka-zapachowa-na-prezent-dla-motocyklisty.html,2.336842066985646,81.39999866666668,488.399992,243,6
/33752-nie-nalezy-przesadzac-z-piciem-ale-z-niepiciem-tez-nie-meska-koszulka-na-prezent-dla-fanow-serialu-ranczo.html,5.176470571428572,102.66666633333332,615.999998,132,6
/35343-z-laweczka-zadzierasz-ciulu-niemyty-dla-fanow-serialu-ranczo-meska-bluza-na-prezent.html,9.925773226804123,160.46666716666667,962.800003,113,6
/35459-a-ja-jestem-bogaty-i-umyty-kubek-na-prezent-dla-fanow-serialu-1670.html,7.62025317721519,100.3333335,602.000001,100,6
/35552-swieca-o-zapachu-mamrota-swieczka-zapachowa-na-prezent-dla-fanow-serialu-ranczo.html,5.424330692913386,114.81499966666667,688.889998,154,6
/36546-six-seven-67-italian-brainrot-damska-bluza-na-prezent.html,24.979999971428573,145.7166665,874.299999,40,6
/37587-swieca-o-zapachu-spoznionych-faktur-i-tlumionego-sarkazmu-swieczka-zapachowa-na-prezent-dla-ksiegowej.html,1.3478458027210884,99.0666665,594.399999,507,6
/554-prezent-dla-emeryta,2.9922973018018015,110.71500016666667,664.290001,240,6
/6780-worek-upominkowy-na-prezent.html,22.631034620689658,109.383334,656.300004,32,6
/content/25-zwroty-i-reklamacje,2.155020068273092,89.43333283333332,536.599997,359,6
/10032-nie-mam-czasu-musze-isc-do-moich-dziewczyn-meska-koszulka-z-nadrukiem.html,5.541095863013699,80.8999996,404.499998,87,5
/12839-nie-dosc-ze-przystojny-to-jeszcze-kolejarz-meska-koszulka-z-nadrukiem.html,10.421739195652174,95.88000059999999,479.400003,57,5
/14117-najlepszy-lojciec-na-swiecie-kubek-z-nadrukiem-5904508445705.html,1.6590909415584416,51.100001,255.500005,216,5
/14147-tatozaur-meska-koszulka-z-nadrukiem.html,5.4732673564356435,110.5600006,552.800003,135,5
/16426-korona-gor-polski-meska-koszulka-na-prezent.html,7.4125,94.88,474.4,71,5
/17082-nie-mam-czasu-musze-isc-na-dzialke-meska-koszulka-na-prezent.html,21.5766668,129.4600008,647.300004,35,5
/17229-nie-mam-czasu-musze-isc-do-moich-golebi-meska-koszulka-na-prezent-dla-golebiarza.html,2.312935313432836,92.9799996,464.899998,221,5
/17231-nie-mam-czasu-musze-isc-do-moich-koni-meska-koszulka-na-prezent.html,8.44531253125,108.1000004,540.500002,66,5
/17234-nie-mam-czasu-musze-isc-do-pasieki-meska-koszulka-na-prezent-dla-pszczelarza.html,13.9533334,83.7200004,418.600002,34,5
/17441-the-grillfather-fartuch-na-prezent-dla-taty.html,13.590909151515152,89.70000040000001,448.500002,40,5
/20046-anatomia-jamnika-damska-koszulka-na-prezent.html,8.227350452991454,192.5200006,962.600003,127,5
/20126-wyspowiadaj-sie-z-tego-pomyslu-kubek-na-prezent-dla-fanow-serialu-1670.html,9.811538365384616,102.039999,510.199995,59,5
/22951-pakuj-moje-pieluchy-mamo-ide-z-tata-do-garazu-body-dzieciece-na-prezent.html,6.289090927272728,69.18000020000001,345.900001,66,5
/24530-fajne-ciacho-ale-jest-juz-polizane-i-zaklepane-v2-meska-koszulka-na-prezent.html,3.579646053097345,80.9000008,404.500004,129,5
/27392-lokalny-dealer-jajek-damska-koszulka-na-prezent.html,8.142372966101695,96.080001,480.400005,82,5
/28212-rzeczy-ktore-robie-w-czasie-wolnym-kury-fartuch-na-prezent.html,1.0245398711656442,66.7999996,333.999998,336,5
/29084-mozg-ksiegowej-kubek-na-prezent.html,2.814161861271676,97.37000040000001,486.850002,184,5
/31478-creeper-meska-bluza-na-prezent-dla-fanow-gry-minecraft.html,43.3550001,173.4200004,867.100002,23,5
/31749-ohio-sigma-rizzler-kubek-na-prezent.html,3.9026027397260274,56.978,284.89,79,5
/33681-swieca-o-zapachu-swiezo-wydrukowanego-pit-a-swieczka-zapachowa-na-prezent-dla-ksiegowej.html,1.9421245384615384,106.0399998,530.199999,292,5
/33683-swieca-o-zapachu-rekawiczek-lateksowych-i-spirytusu-swieczka-zapachowa-na-prezent-dla-pielegniarki.html,4.524598925133691,169.2199998,846.099999,210,5
/34995-szkola-jest-wazna-ale-minecraft-jest-wazniejszy-dziecieca-koszulka-na-prezent.html,13.614705852941176,92.5799998,462.899999,38,5
/35098-gerard-z-rumi-dla-fanow-serialu-1670-meska-koszulka-na-prezent.html,5.845121902439025,95.8599992,479.299996,101,5
/35144-zeby-wilk-byl-syty-i-wilkowyje-city-dla-fanow-serialu-ranczo-poduszka-na-prezent.html,6.843010741935484,127.2799998,636.399999,115,5
/35190-laweczka-mamrot-wilkowyje-drewniany-brelok-z-grawerem-dla-fanow-serialu-ranczo.html,5.6034374375,71.72399920000001,358.619996,75,5
/35205-kon-ci-sie-chyba-rozchorowal-meska-koszulka-na-prezent-dla-fanow-serialu-1670.html,2.328260858695652,85.67999959999999,428.399998,195,5
/35411-szkola-jest-wazna-ale-roblox-jest-wazniejszy-meska-koszulka-na-prezent-dla-fanow-gry-roblox.html,12.030555472222222,86.61999940000001,433.099997,47,5
/35527-ryby-dzwonia-musze-isc-v2-dziecieca-koszulka-na-prezent.html,13.11142857142857,91.78,458.9,39,5
/35587-szczesc-boze-my-na-hazard-v2-meska-koszulka-na-prezent-dla-fanow-serialu-1670.html,34.17619061904762,143.54000059999998,717.700003,24,5
/35629-taka-moja-rola-wiedziec-michalowa-torba-z-juty-na-prezent-dla-fanow-serialu-ranczo.html,4.973040008000001,124.32600020000001,621.630001,138,5
/35680-saja-boys-dziecieca-koszulka-na-prezent-dla-fanow-huntrix-kpop-demon-hunters.html,10.4997916875,100.7980002,503.990001,51,5
/35682-saja-boys-dziecieca-bluza-na-prezent-dla-fanow-huntrix-kpop-demon-hunters.html,8.351851925925926,135.3000012,676.500006,92,5
/36253-taka-moja-rola-wiedziec-dla-fanow-serialu-ranczo-rekawica-kuchenna-z-nadrukiem.html,7.87042247887324,111.75999920000001,558.799996,90,5
/36545-six-seven-67-italian-brainrot-kubek-na-prezent.html,7.791803295081968,95.0600002,475.300001,76,5
/37430-six-seven-67-italian-brainrot-wersja-swiateczna-kubek-na-prezent.html,3.922413896551724,45.5000012,227.500006,73,5
/37607-pani-to-je-lux-kobita-damska-koszulka-na-prezent-dla-fanow-serialu-ranczo.html,32.5450001,130.1800004,650.900002,22,5
/4591-urodzony-do-strzelectwa-meska-koszulka-z-nadrukiem.html,5.949275333333333,82.09999959999999,410.499998,81,5
/521-prezent-na-swieta,4.021126746478873,114.1999996,570.999998,152,5
/617-kury,21.311538423076925,110.81999979999999,554.099999,27,5
/content/1-koszty-i-formy-dostawy,1.2635440180586908,111.95,559.75,612,5
/10165-rower-dzwoni-musze-isc-meska-koszulka-z-nadrukiem.html,4.881926596330275,133.03249975,532.129999,116,4
/1107-huntrix-kpop-demon-hunters,2.2099526018957345,116.57499975,466.299999,234,4
/13833-koszulka-dwustronna-mam-sekret-bede-starsza-siostra-koszulka-dziecieca-z-nadrukiem.html,8.822499925,88.22499925,352.899997,52,4
/13917-a-ja-tylko-chodze-i-po-wszystkich-sprzatam-damska-koszulka-z-nadrukiem.html,4.234939746987952,87.87499975,351.499999,94,4
/144-koszulki-oraz-bluzy-z-napisami-dla-wedkarzy,2.912328787671233,106.30000075,425.200003,159,4
/14563-tak-wyglada-najlepszy-chrzestny-na-swiecie-meska-koszulka-z-nadrukiem.html,10.354347760869565,119.07499925,476.299997,55,4
/19104-keep-calm-and-rush-b-meska-koszulka-dla-fanow-gry-counter-strike.html,36.124999583333334,108.37499875,433.499995,14,4
/19662-jestes-swoj-chlop-tak-sie-tylko-mowi-oczywiscie-jestes-moj-chlop-meska-bluza-dla-fanow-serialu-1670.html,25.64382338235294,217.97249875,871.889995,35,4
/21055-sauna-wzywa-musze-isc-meska-koszulka-na-prezent.html,17.97777761111111,80.89999925,323.599997,20,4
/224-koszulki-na-50-te-urodziny,1.8885869673913045,86.8750005,347.500002,201,4
/24938-krolowa-grzybobrania-damska-koszulka-na-prezent.html,10.195813976744185,109.60500025,438.420001,57,4
/25305-dzien-bez-hokeja-mnie-nie-zabije-ale-po-co-ryzykowac-meska-bluza-na-prezent.html,27.277777611111112,122.74999925,490.999997,22,4
/268-rolnicy,4.67766353271028,125.1274995,500.509998,121,4
/26886-dzien-bez-szydelkowania-mnie-nie-zabije-ale-po-co-ryzykowac-damska-koszulka-na-prezent.html,13.747222222222222,123.725,494.9,43,4
/27-koszulki-i-bluzy-dla-fanatykow-jazdy-na-rowerze,6.012121212121212,148.8,595.2,108,4
/301-elektrycy,7.599999957446809,89.2999995,357.199998,62,4
/32546-synu-rozloz-swoje-skrzydla-lampka-led-z-grawerem.html,4.074375,162.975,651.9,190,4
/33014-fish-more-worry-less-meska-bluza-na-prezent.html,26.833333333333332,140.875,563.5,34,4
/34109-piecdziesiecioletni-klasyk-na-oryginalnych-czesciach-od-1975-meska-koszulka-na-prezent.html,9.44117649019608,120.37500025,481.500001,64,4
/34135-wilkowyje-city-meska-bluza-na-prezent-dla-fanow-serialu-ranczo.html,14.631372607843137,186.55000075,746.200003,60,4
/34137-wilkowyje-city-damska-koszulka-na-prezent-dla-fanow-serialu-ranczo.html,7.829310413793103,113.525001,454.100004,71,4
/34974-z-czego-sklada-sie-super-ksiadz-czarna-poduszka-na-prezent.html,4.089090927272728,112.4500005,449.800002,125,4
/34996-szkola-jest-wazna-ale-minecraft-jest-wazniejszy-dziecieca-bluza-na-prezent.html,4.389830508474576,129.5,518,131,4
/35071-rumi-czarna-poduszka-na-prezent-dla-fanow-rumi-huntrix-kpop-demon-hunters.html,13.530303030303031,111.625,446.5,40,4
/35148-zeby-wilk-byl-syty-i-wilkowyje-city-dla-fanow-serialu-ranczo-torba-na-prezent.html,3.834965041958042,137.10000025,548.400001,167,4
/35182-zamknij-morde-andrzej-kubek-na-prezent-dla-fanow-serialu-1670.html,1.0321739173913045,59.35000025,237.400001,267,4
/35189-hop-hop-hop-hop-czapka-szlachecka-drewniany-brelok-z-grawerem-dla-fanow-serialu-1670.html,6.104166666666667,36.625,146.5,30,4
/35528-ryby-dzwonia-musze-isc-v2-dziecieca-bluza-na-prezent.html,13.395348906976745,144.00000075,576.000003,50,4
/35539-zawsze-aspiruj-na-stanowisko-lekko-powyzej-swoich-kompetencji-kubek-na-prezent.html,7.136060666666667,58.8725005,235.490002,38,4
/35636-zajechany-zygmunt-dla-fanow-serialu-1670-kubek-na-prezent.html,4.590909113636363,50.50000025,202.000001,52,4
/36064-lokalny-dealer-jajek-v2-kubek-na-prezent.html,10.805128153846153,105.3499995,421.399998,43,4
/36849-work-bestie-moja-partnerka-od-kawki-i-plotki-swieczka-zapachowa-na-prezent.html,2.4782608858695654,114.00000075,456.000003,208,4
/37196-demogorgon-v2-dla-fanow-serialu-stranger-things-dziecieca-bluza-na-prezent.html,16.08529417647059,136.7250005,546.900002,39,4
/37234-wesolych-swiat-mordeczki-meska-koszulka-na-prezent.html,15.002790744186045,161.2800005,645.120002,46,4
/375-koszulki-dla-taty,3.3618749930555554,121.02749975,484.109999,154,4
